a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
2339482580,86.65,7.99,63269560,1,2014-02-12 00:33:38,False,False,302696.2072220265,0,0,0.544648943422,True,9,9,0,0,93,7825,32,25,35,40,0.454033771107,9.7,1467,799,False
599895538,81.65,6.28,45891120,2,2012-06-05 06:57:24,False,False,122149.81295888258,0,5,0.720183486239,True,13,13,0,8,38,22353,28,0,55,45,0.419635099913,9.4,872,628,False
446034277,82.25,9.17,6085040,4,2011-12-25 06:52:10,False,False,40496.76426120363,0,5,0.643960674157,True,10,10,0,6,73,55677,27,10,40,50,0.893948845914,8.7,1424,917,False
104491100,115.0,5.11,725294510,1,2010-01-13 13:58:47,False,False,24175396.32381109,0,0,0.243797709924,True,10,6,0,8,97,2860,20,15,55,30,2.70769230769,10.4,2096,511,False
2724791731,92.94736842105263,9.39,35370520,2,2014-08-11 22:20:45,True,False,138852.80820504346,0,0,0.668803418803,True,7,7,0,2,73,7253,60,26,52,21,5.86764705882,8.9,1404,939,False
67849262,121.45,12.62,6408480,1,2009-08-22 08:40:28,False,False,43048.89453679386,0,16,0.661079099005,True,9,4,1,17,91,25492,44,30,55,15,2.57023060797,9.5,1909,1262,False
2604530259,78.55555555555556,5.5,504971660,1,2014-06-12 20:02:55,True,False,5376653.849274388,0,0,0.619369369369,True,9,8,1,8,84,4579,31,0,72,27,0.728744939271,9.7,888,550,False
1051543620,105.8,7.68,742167490,2,2013-01-01 01:22:20,True,False,11556060.146261083,0,0,0.539704848911,True,10,9,1,9,53,3274,52,5,35,60,1.38062283737,9.8,1423,768,False
2536750700,86.63636363636364,7.1,638027930,1,2014-05-31 06:28:00,True,False,559217.3559623491,0,0,0.593149540518,True,11,11,0,7,78,195,44,27,36,36,3.04395604396,9.0,1197,710,False
274148412,104.5,7.59,85817540,1,2011-03-29 20:37:26,False,False,310535.76116439066,0,0,0.569392348087,True,13,13,0,15,80,40075,57,10,25,65,0.630929332043,9.4,1333,759,False
2773889297,89.05,8.52,7038490,1,2014-09-17 20:07:39,False,False,41244.980800819874,0,12,0.584362139918,True,11,11,0,0,71,70130,49,20,50,30,0.144246353323,9.9,1458,852,False
217433376,24.35,2.51,292353190,1,2010-11-19 14:32:24,False,False,431854.14488404244,0,0,0.781931464174,True,11,11,0,3,2,1718,75,5,85,10,4.0,13.8,321,251,False
573300206,78.0,6.78,63085090,1,2012-05-07 04:42:38,False,False,601648.276589404,0,1,0.709947643979,True,13,13,0,11,62,16056,28,11,66,22,0.338568935428,9.2,955,678,False
2151409268,44.85,5.85,253776230,1,2013-10-23 17:42:25,True,False,490261.12027066504,0,1,0.636561479869,True,11,4,0,4,64,1607,16,10,85,5,975,8.9,919,585,False
15324749,92.3,9.28,57246050,3,2008-07-05 10:44:17,False,False,463994.43957395386,0,1,0.641326883207,True,6,6,0,28,70,11046,62,20,45,35,1.72181008902,10.4,1447,928,False
2285966798,55.8,6.76,127483210,1,2014-01-11 02:30:56,False,False,879598.6850613409,0,0,0.590909090909,True,11,11,0,14,63,22262,20,15,50,35,1.1356350185,9.8,1144,676,False
376585827,44.1,5.02,58598510,2,2011-09-20 04:22:50,False,False,165136.58914137562,0,0,0.659658344284,True,6,6,0,16,46,6496,54,5,85,10,1.94642857143,9.0,761,502,False
24386710,106.0,12.6,34106364800,3,2009-03-14 15:58:22,True,False,62738796.4837974,0,0,0.913043478261,True,7,7,0,2,4,6,2,0,80,20,1.8085106383,9.8,69,63,False
385226809,62.15,5.1,489894840,2,2011-10-05 03:19:36,False,False,8301977.634341823,0,0,0.576923076923,True,12,12,0,0,54,3371,29,20,40,40,0.260188087774,8.6,884,510,False
21634018,97.0,8.27,857486340,1,2009-02-23 05:33:46,True,False,8221078.502112045,0,0,0.624150943396,True,12,12,0,27,97,338,46,20,40,40,7.37037037037,10.0,1325,827,False
2532019062,22.7,1.6,16386930,1,2014-05-29 07:11:42,False,False,85279.19468690766,0,0,0.952380952381,True,13,4,0,0,2,1187,88,0,95,5,4.16666666667,21.2,168,160,False
3154356636,74.3,0.65,298554420,2,2015-04-14 03:08:09,True,False,1217709.29869688,0,0,0.0663942798774,True,10,5,4,1,2,9528,100,0,80,20,0.0140845070423,11.3,979,65,False
423502824,52.8,6.04,15240440,1,2011-11-28 15:52:36,False,False,85881.41750984319,0,4,0.743842364532,True,7,1,0,0,56,25327,28,0,100,0,0.228802153432,7.4,812,604,False
453052223,71.05,6.89,1011641580,2,2012-01-02 14:42:48,False,False,28236666.009659227,0,0,0.707392197125,True,12,12,0,14,11,327,63,0,80,20,5.66666666667,9.0,974,689,False
1534422504,55.05,6.21,284775940,1,2013-06-20 17:11:03,True,False,3850142.262671522,0,0,0.569724770642,True,7,7,0,12,13,36665,11,15,55,30,0.351935193519,7.8,1090,621,False
1966433113,60.8,5.63,4821790,1,2013-10-17 08:46:05,False,False,25994.404568050795,0,21,0.698511166253,True,12,8,0,0,29,44175,33,0,70,30,0.548969072165,8.8,806,563,False
406828178,40.0,1.01,62544960,1,2011-11-07 07:44:49,False,False,419700.5810858825,0,1,505,True,12,12,0,100,0,3245,100,0,100,0,8.01449275362,0,200,101,False
2527442282,59.95,4.67,192657190,3,2014-05-27 13:09:31,False,False,2583007.8070109175,0,0,0.598717948718,True,12,12,0,3,43,268,52,5,75,20,1.91964285714,9.2,780,467,False
121683806,89.55,8.25,498062560,4,2010-03-10 07:47:44,False,False,12141726.692262316,0,0,0.695029486099,True,8,8,0,64,10,697,80,5,75,20,2.22471910112,10.2,1187,825,False
1461336158,96.05,7.44,74111880,2,2013-05-27 05:32:11,False,False,413469.36501500325,0,1,0.672086720867,True,9,7,2,4,53,36674,34,0,90,10,0.0241074153189,9.7,1107,744,False
89699349,103.85,9.19,1104784070,1,2009-11-13 13:33:51,True,False,5541006.926481364,0,0,0.532136653156,True,5,5,0,4,9,681,13,15,50,35,0.284697508897,7.8,1727,919,False
966378990,107.3,8.88,514875930,2,2012-11-23 16:12:43,False,False,6900443.223818861,0,0,0.645348837209,True,8,4,4,34,75,1047,77,15,40,45,1704,9.6,1376,888,False
888937309,101.15,8.15,37792620,1,2012-10-18 14:13:40,False,False,359194.4183155516,0,3,0.603703703704,True,14,14,0,4,67,4791,52,10,65,25,2.24909747292,9.3,1350,815,False
55431252,84.75,7.76,29050420,2,2009-07-10 01:41:20,False,False,227848.53600945082,0,5,0.64238410596,True,10,10,0,11,86,2558,20,10,60,30,1.14349775785,10.3,1208,776,False
191348890,95.7,7.48,73120690,1,2010-09-16 06:43:14,True,False,152775.18493900605,0,1,0.504723346829,True,14,11,2,3,50,7717,44,25,45,30,0.915356151711,8.5,1482,748,False
2246800628,66.25,5.19,120350970,3,2013-12-15 07:20:43,True,False,709508.9228377893,0,0,0.490084985836,True,11,9,0,1,82,12842,22,10,5,85,0.509169363538,8.1,1059,519,False
50683007,79.05,7.98,7815780,2,2009-06-25 15:55:01,True,False,60968.71061411336,0,9,0.577424023155,True,12,12,0,6,87,21742,29,0,65,35,4.37662337662,10.5,1382,798,False
313789678,97.47368421052632,8.52,146475980,1,2011-06-09 06:38:34,False,False,477382.85782188905,0,1,0.659442724458,True,7,7,0,10,98,2013,82,26,42,31,0.9296875,9.5,1292,852,False
1343441293,57.8421052631579,5.72,4981980,1,2013-04-11 03:26:04,False,False,26542.33696789813,0,1,0.649262202043,True,11,11,0,2,66,64650,49,15,68,15,0.274661508704,10.1,881,572,False
2585393083,68.5,4.45,658170050,2,2014-06-24 08:26:49,True,False,15787395.822835864,0,0,0.650584795322,True,13,12,0,9,95,47091,12,5,75,20,0.14911014911,9.5,684,445,False
1583243996,132.55,13.15,15960270,1,2013-07-10 14:25:11,True,False,137318.61555749644,0,4,0.603211009174,True,12,12,0,7,100,9999,15,20,45,35,0.27731092437,11.0,2180,1315,False
147630373,104.1,9.31,1007399890,3,2010-05-24 16:49:56,False,False,8722618.108921956,0,2,0.637234770705,True,9,8,1,36,68,144,35,15,40,45,1.22222222222,9.1,1461,931,False
1270220785,56.06666666666667,4.78,6523400,1,2013-03-15 17:07:22,True,False,25977.47839563254,0,0,0.575903614458,True,8,2,0,1,82,14390,19,33,20,46,1.14726027397,10.0,830,478,False
136799314,0,0,0,0,2010-04-24 23:57:25,False,False,0,0,0,0,True,10,2,0,0,0,0,0,0,0,0,4.19277108434,0,0,0,False
81393070,45.55,6.12,129475050,1,2009-10-10 16:45:33,False,False,320872.7890143499,0,0,0.749082007344,True,10,2,0,24,55,17267,33,0,60,40,0.900497512438,9.1,817,612,False
1268970468,75.85,7.6,29804420,1,2013-03-15 06:37:03,False,False,95300.3970562951,0,3,0.609462710505,True,12,11,0,0,73,19951,51,5,50,45,0.660759493671,9.4,1247,760,False
367670418,60.5,5.92,108696030,2,2011-09-04 10:53:20,False,False,402271.4112051557,0,0,0.622502628812,True,15,15,0,0,45,27329,16,5,50,45,0.0503943908852,8.8,951,592,False
233783035,68.25,5.78,9229190,1,2011-01-04 02:59:55,False,False,50717.26313889582,0,7,0.489415749365,True,15,15,0,6,25,79608,23,5,50,45,0.9375,8.0,1181,578,False
763086512,49.3,6.26,59619310,1,2012-08-17 05:46:10,False,False,63586.782520426364,0,9,0.722029988466,True,6,5,0,25,37,8683,24,10,65,25,0.174704276615,8.3,867,626,False
21127172,94.7,8.66,13869090,2,2009-02-17 20:34:54,False,False,84888.2622780529,0,3,0.61028893587,True,11,11,0,7,86,16714,25,30,30,40,1.14367160775,9.5,1419,866,False
2988136898,104.9,5.95,18277640,4,2015-01-18 07:51:14,False,False,89949.63309630562,0,6,0.469984202212,True,12,12,0,17,27,4347,98,5,55,40,1.90956072351,10.3,1266,595,False
3033627449,68.33333333333333,6.63,655793940,3,2015-02-12 23:25:24,False,False,18726509.8088466,0,0,0.601087941976,True,14,5,0,1,63,262,31,20,60,20,3.60526315789,9.2,1103,663,False
231957917,73.76470588235294,9.48,72483860,1,2010-12-29 22:58:33,False,False,837160.4544817002,0,0,0.572118286059,True,12,12,0,12,83,84152,47,17,35,47,0.531554426091,10.3,1657,948,False
413655972,67.95,6.72,24209310,1,2011-11-16 03:40:52,False,False,254780.12514685577,0,0,0.630985915493,True,10,6,4,29,55,12265,22,20,50,30,0.902040816327,9.1,1065,672,False
1445605818,55.75,4.7,31819740,2,2013-05-21 06:37:08,False,False,1227.2893913010084,0,0,0.498409331919,True,15,15,0,1,85,52253,7,0,35,65,0.0148028962188,7.8,943,470,False
15448383,88.1,8.43,239560,2,2008-07-16 00:36:41,False,False,1908.526305818183,0,100,0.679838709677,True,14,14,0,5,52,664741,96,25,50,25,0.000680757876996,11.9,1240,843,True
563067334,52.25,6.2,124468450,2,2012-04-25 17:47:30,False,False,1274988.9802916523,0,0,0.583804143126,True,14,14,0,0,17,111184,14,25,55,20,0.986337488015,6.0,1062,620,False
151289371,96.1,7.21,4858610,1,2010-06-03 02:11:59,False,False,52301.74586519555,0,12,0.577724358974,True,12,12,0,16,71,24171,51,15,40,45,0.133454150054,9.3,1248,721,True
2967176515,47.94444444444444,4.63,545594110,1,2015-01-08 20:25:47,True,False,5783294.918537248,0,0,0.597419354839,True,14,14,0,10,78,2782,38,5,66,27,1.82161060143,9.0,775,463,False
58789772,113.75,9.22,668837530,3,2009-07-21 13:07:49,False,False,12461067.749828933,0,0,0.59064702114,True,14,14,0,24,84,1400,49,5,40,55,1.76497695853,9.7,1561,922,False
2925459516,55.2,6.01,62662590,1,2014-12-10 10:32:00,True,False,156947.58920063093,0,1,0.624091381101,True,10,2,0,28,69,1913,39,5,70,25,1.01097178683,8.4,963,601,False
767012412,59.8,7.16,80577490,1,2012-08-19 05:59:13,True,False,476357.6877605315,0,0,0.577885391445,True,13,12,1,4,55,10076,21,10,60,30,1.66336633663,9.1,1239,716,False
200048272,73.4,5.91,103017920,2,2010-10-08 09:48:54,False,False,1018833.4379214433,0,0,0.620798319328,True,12,12,0,11,57,4571,40,5,50,45,0.572343149808,7.8,952,591,False
76197665,96.55,9.3,95254720,2,2009-09-22 00:30:33,True,False,498572.2671713977,0,4,0.731707317073,True,6,6,0,24,73,11404,63,5,80,15,0.9083172147,11.2,1271,930,False
28140565,77.7,8.16,5639690,1,2009-04-01 16:44:41,False,False,50905.129678746525,0,15,0.610778443114,True,13,13,0,3,84,28918,33,5,65,30,0.823170731707,8.6,1336,816,False
174256925,63.75,7.14,26243440,2,2010-08-03 13:54:49,False,False,191753.4855603608,0,2,0.726347914547,True,8,7,1,17,15,10410,46,0,70,30,2.3064516129,10.0,983,714,False
455105031,90.85,9.54,162802330,2,2012-01-04 18:55:05,False,False,1275833.3216493162,0,0,0.586715867159,True,15,15,0,10,91,2660,37,10,45,45,2.18983050847,10.9,1626,954,False
381442087,56.15,5.66,2599790,2,2011-09-28 10:27:39,False,False,8787.837846137127,0,28,0.703980099502,True,15,15,0,0,43,18310,16,10,60,30,0.569377990431,9.0,804,566,False
376588311,74.8,7.69,929405640,2,2011-09-20 04:30:51,True,False,4081465.1990834163,0,0,0.562545720556,True,12,9,0,13,41,2196,23,50,25,25,1.38129496403,8.2,1367,769,False
444005925,80.75,6.44,773368260,5,2011-12-22 19:49:24,True,False,11493368.421133032,0,0,0.747099767981,True,8,8,0,11,20,984,87,20,50,30,3.02139037433,11.2,862,644,False
16408909,74.45,7.29,111659290,1,2008-09-22 20:00:34,False,False,824393.1514216139,0,0,0.519230769231,True,10,10,0,0,31,11891,21,25,55,20,2.67820069204,8.6,1404,729,False
2748423234,61.25,5.84,21426940,1,2014-08-20 07:54:20,True,False,77941.89923941743,0,5,0.676709154114,True,9,9,0,1,62,10674,25,5,80,15,0.453968253968,9.5,863,584,False
557270190,43.1,4.37,7133800,2,2012-04-18 20:22:13,False,False,39575.210787151846,0,14,0.6992,True,8,8,0,2,65,41832,14,0,70,30,1.19516003123,10.0,625,437,False
344384823,43.05,4.68,82134910,1,2011-07-29 00:12:36,False,False,876785.0587295385,0,3,0.567961165049,True,13,13,0,2,44,20407,18,10,50,40,0.681904761905,8.4,824,468,False
985286364,98.9,8.63,9425120,1,2012-12-02 20:06:12,False,False,63223.483274729486,0,12,0.582321187584,True,8,7,1,1,89,28934,59,30,35,35,0.625377643505,10.1,1482,863,False
1680440839,69.5,8.52,342783740,3,2013-08-18 10:38:42,False,False,2682111.3570184982,0,0,0.557591623037,True,8,8,0,14,77,1880,38,10,65,25,1.42857142857,9.2,1528,852,False
566099034,46.05,5.4,7237320,2,2012-04-29 05:45:54,False,False,77514.61436471189,0,0,0.737704918033,True,13,5,2,12,56,1497,6,10,75,15,1.58367346939,7.2,732,540,False
520178852,71.1,8.77,13784200,1,2012-03-10 07:19:57,False,False,55447.770111587895,0,7,0.627773801002,True,9,8,0,6,78,40750,48,20,60,20,0.648261758691,9.5,1397,877,False
1329916243,82.5,7.08,115178470,1,2013-04-05 19:18:13,False,False,215444.6546755338,0,4,0.60824742268,True,9,6,2,17,94,3076,74,0,100,0,0.799559471366,10.2,1164,708,False
1475800022,53.55,5.6,55646290,1,2013-06-01 22:08:03,False,False,489273.73712849896,0,0,0.512820512821,True,13,12,0,1,55,10508,11,30,35,35,0.534210526316,8.2,1092,560,False
324020939,92.3,6.83,100818370,1,2011-06-25 21:13:32,False,False,410504.9417553825,0,0,0.560295324036,True,8,5,3,31,72,7586,35,20,55,25,0.724919093851,12.1,1219,683,False
2810008564,69.85,5.82258064516,1854645822,2,2014-10-06 10:34:28,True,False,18494957.781282343,0,0,0.617094017094,True,15,13,2,4,38,64,19,30,45,25,3.55555555556,8.7,585,361,False
2744811814,93.1,8.35,4805460,1,2014-08-16 21:48:35,False,False,16947.696985947678,0,38,0.620817843866,True,7,4,3,1,94,5328,74,25,40,35,0.506385341477,9.6,1345,835,False
483620211,133.65,12.05,1874690,2,2012-02-05 06:36:27,True,False,1502.9444592199675,0,56,0.588666340987,True,10,10,0,31,73,26658,33,5,55,40,0.0479230182927,9.8,2047,1205,True
2321395147,76.1,3.95,60539820,1,2014-01-31 21:42:58,False,False,103806.66596817134,0,0,0.5330634278,True,10,4,0,63,95,5296,97,0,65,35,0.915384615385,11.6,741,395,False
2392538984,78.7,7.38,4176910,1,2014-03-16 11:06:37,False,False,64361.30569020101,0,6,0.710298363811,True,11,11,0,2,82,92406,24,5,55,40,0.580539119001,9.0,1039,738,False
2394896371,107.65,8.73,17245350,2,2014-03-17 18:27:11,False,False,135832.55685405468,0,1,0.6,True,7,7,0,15,53,9798,56,35,30,35,0.974056603774,11.2,1455,873,False
2478604735,64.55,6.08,5740140,1,2014-05-05 16:42:29,False,False,15087.877168359371,0,28,0.646121147715,True,13,9,1,10,91,67311,57,25,55,20,0.671624713959,8.8,941,608,False
73689335,118.9,8.19,100085830,1,2009-09-12 17:24:29,True,False,218.30334399637582,0,0,0.5099626401,True,12,5,0,21,87,9724,11,25,5,70,2.4373088685,9.3,1606,819,False
23571734,103.2,9.47,65496370,2,2009-03-10 08:50:10,True,False,467820.1541321622,0,1,0.581695331695,True,12,12,0,11,73,3390,48,10,40,50,1.43882978723,11.9,1628,947,False
215876019,49.55,5.65,19090530,1,2010-11-15 04:35:11,False,False,115789.56358190275,0,12,0.695812807882,True,15,15,0,12,81,26958,45,0,95,5,0.160258591358,9.4,812,565,False
310674897,101.1,7.69,1624840,1,2011-06-04 04:44:30,False,False,24286.04250058045,0,23,0.623682076237,True,8,8,0,10,72,43469,29,15,55,30,0.931686046512,10.2,1233,769,False
2293511256,94.15,7.35,521490090,2,2014-01-15 23:13:03,True,False,2711059.3711892497,0,0,0.598534201954,True,7,6,1,17,34,105,33,10,40,50,6.52941176471,8.3,1228,735,False
1926394171,123.78947368421052,11.13,16470880,1,2013-10-02 09:48:26,False,False,310150.6241273987,0,0,0.536903039074,True,9,9,0,54,95,16571,34,10,47,42,0.493610223642,9.3,2073,1113,False
2990948929,84.75,7.67,238658610,1,2015-01-20 08:52:51,True,False,2594306.8185142903,0,0,0.507947019868,True,10,6,4,14,29,1651,32,25,30,45,2.89285714286,9.0,1510,767,False
349485739,100.05,9.78,187163440,2,2011-08-06 05:10:47,False,False,2881705.453786977,0,0,0.60333127699,True,14,9,0,17,19,12754,80,5,40,55,0.389312977099,10.1,1621,978,False
557639325,40.8,5.87,163962650,2,2012-04-19 09:10:30,True,False,1028606.5601981876,0,0,0.72113022113,True,15,15,0,15,31,9829,12,0,75,25,0.508287292818,7.6,814,587,False
415482571,50.55,5.21,1737960,2,2011-11-18 11:51:51,False,False,31459.358666818054,0,15,0.707880434783,True,10,3,0,2,86,35617,15,5,60,35,0.987113402062,10.0,736,521,False
971629717,81.44444444444444,6.4,573053050,1,2012-11-26 09:12:22,False,False,8243891.639111407,0,0,0.578139114724,True,11,11,0,2,65,5171,21,16,33,50,0.849529780564,8.5,1107,640,False
881425310,87.7,6.94,368449820,1,2012-10-15 02:58:51,False,False,2203529.567393773,0,0,0.565146579805,True,11,6,0,2,92,2851,42,15,50,35,0.528756957328,9.2,1228,694,False
371832097,75.85,6.58,35027150,1,2011-09-11 16:10:43,True,False,268770.3800310964,0,0,0.624881291548,True,10,5,0,11,99,4113,37,10,70,20,2.24840764331,9.7,1053,658,False
412767501,57.3,6.25,25078510,1,2011-11-15 03:25:29,True,False,107063.06589495511,0,0,0.531914893617,True,14,14,0,3,82,3094,20,5,60,35,1.52710843373,10.1,1175,625,False
183760147,127.25,8.15,779483240,3,2010-08-27 20:49:22,False,False,13288668.718572084,0,0,0.60594795539,True,13,13,0,60,44,1392,78,20,30,50,0.845588235294,10.8,1345,815,False
109514123,94.7,7.03,95755530,2,2010-01-29 09:04:55,False,False,795192.2071044146,0,1,0.472128945601,True,12,12,0,21,46,30968,75,25,65,10,0.80443285528,9.2,1489,703,False
121905658,107.5,8.87,1935749920,3,2010-03-11 00:22:48,False,False,20197489.758320406,0,0,0.68073676132,True,13,13,0,45,70,404,84,0,30,70,1.03658536585,11.5,1303,887,False
268745865,78.65,7.48,3108870,1,2011-03-19 11:26:08,False,False,24571.32447691821,0,24,0.583463338534,True,14,14,0,5,55,111981,39,15,40,45,0.0127784783522,10.4,1282,748,False
1046762064,79.35,7.25,39073020,1,2012-12-30 04:09:00,False,False,269203.9100572464,0,2,0.589430894309,True,10,10,0,7,72,27932,54,25,45,30,0.844594594595,10.4,1230,725,False
14196068,92.75,8.33,2257050,1,2008-03-22 07:13:26,False,False,13647.284675348428,0,39,0.582517482517,True,8,8,0,6,77,138701,24,15,45,40,0.225738396624,8.4,1430,833,False
1972385126,64.4,6.72,7336790,1,2013-10-19 18:03:09,False,False,33372.193513612496,0,16,0.523364485981,True,11,4,1,0,84,67909,32,15,45,40,0.595220313667,8.5,1284,672,False
1935516248,86.65,5.69,760110250,2,2013-10-04 21:15:07,False,False,11067495.925149703,0,0,0.607905982906,True,13,13,0,12,71,1969,28,5,60,35,0.492957746479,8.9,936,569,False
318703449,100.5,9.23,11302920,2,2011-06-16 22:31:59,False,False,100944.03710318901,0,5,0.579773869347,True,8,8,0,1,97,8878,57,25,70,5,0.96725440806,9.8,1592,923,False
386541691,94.5,7.85,103378300,2,2011-10-07 13:26:01,False,False,420841.08203254995,0,0,0.664128595601,True,12,10,2,16,56,5572,48,10,50,40,3.81428571429,9.7,1182,785,False
332214689,113.6,10.59,205621390,2,2011-07-09 12:16:45,True,False,1471927.9747198604,0,2,0.619660620246,True,7,7,0,13,69,817,61,20,65,15,1.01176470588,9.3,1709,1059,False
48806695,132.8,8.77,3399240,1,2009-06-19 19:46:07,True,False,1096.019411324453,0,28,0.541024059223,True,6,6,0,5,98,19686,35,10,40,50,4.69387755102,11.3,1621,877,False
80546103,110.25,11.27,8800190,1,2009-10-07 10:36:16,False,False,81857.67977325035,0,9,0.595980962454,True,8,8,0,11,95,4572,25,15,55,30,1.58059467919,9.4,1891,1127,False
631912248,45.25,5.9,718395340,2,2012-07-10 09:19:51,False,False,13778237.932330009,0,0,0.682080924855,True,14,14,0,8,61,29983,25,10,65,25,0.756726246472,8.9,865,590,False
1021811083,92.75,3.02,33931020,2,2012-12-19 10:32:34,True,False,214020.77221659466,0,0,0.263295553618,True,9,8,1,47,78,5808,58,0,85,15,2.56470588235,8.2,1147,302,False
450860458,55.0,5.74,13122060,1,2011-12-30 19:04:06,True,False,58213.80661275725,0,9,0.644943820225,True,11,7,3,8,56,30314,28,20,45,35,1.0119047619,9.2,890,574,False
536684415,90.6,7.37,29324050,2,2012-03-25 19:56:14,False,False,153044.99411521928,0,1,0.509681881051,True,11,11,0,2,90,36595,38,35,30,35,0.586206896552,9.5,1446,737,False
169779207,53.35,7.68,339930860,1,2010-07-23 04:06:13,False,False,5254130.46829001,0,0,0.652506372133,True,11,11,0,36,71,3164,11,5,70,25,1.95384615385,9.2,1177,768,False
80988429,86.7,4.21,22525840,2,2009-10-09 00:53:39,False,False,56283.088609723614,0,1,0.55761589404,True,12,12,0,4,12,18739,25,35,30,35,0.148936170213,8.8,755,421,False
129013638,72.75,9.25,319713770,1,2010-04-02 22:52:04,False,False,1056314.916614779,0,0,0.561286407767,True,9,7,2,10,84,2604,19,15,50,35,1.72514619883,9.3,1648,925,False
25184645,96.1,8.24,47073180,1,2009-03-18 23:34:03,False,False,470677.37741413433,0,7,0.634334103156,True,11,8,3,13,67,21018,49,25,45,30,1.09628378378,9.0,1299,824,False
22173597,77.94736842105263,7.26,119110780,2,2009-02-27 18:53:55,True,False,540029.903546342,0,2,0.632404181185,True,8,6,2,23,82,4618,58,0,36,63,3.58823529412,10.1,1148,726,False
16527716,109.8,9.36,172647280,1,2008-09-30 13:49:21,False,False,1889223.3485770973,0,0,576,True,10,10,0,26,40,8595,57,15,45,40,0.617588932806,8.7,1625,936,False
34160482,101.2,9.43,38269790,1,2009-04-22 03:08:31,True,False,371760.59609335614,0,0,0.604099935939,True,11,4,0,11,86,5656,60,25,40,35,6.05479452055,9.4,1561,943,False
23871022,122.8,11.65,16456510,1,2009-03-12 01:37:50,False,False,84659.10838443493,0,4,0.600206079341,True,9,9,0,6,82,57009,60,20,50,30,0.382585751979,10.7,1941,1165,False
18459813,127.4,11.06,1478520,1,2008-12-29 21:02:37,False,False,3274.3815156453593,0,31,0.630199430199,True,13,13,0,23,94,103940,63,10,40,50,0.0251649157097,11.4,1755,1106,True
264593584,99.05,9.23,474202280,4,2011-03-12 04:29:06,True,False,2936077.361284706,0,1,0.63963963964,True,11,11,0,46,27,527,69,10,35,55,2.83333333333,10.8,1443,923,False
277012671,87.85,6.24,399584090,2,2011-04-04 14:39:02,False,False,7871766.155284053,0,0,0.536543422184,True,15,6,2,39,77,479,42,15,15,70,3.08450704225,10.8,1163,624,False
284320970,72.85,8.73,17574010,3,2011-04-19 02:23:12,False,False,124820.83242010324,0,7,0.688485804416,True,11,11,0,53,63,20249,49,5,65,30,0.475485661425,9.9,1268,873,False
