a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,isabot,last_24_hours_tweet,lexical_diversity,location,name,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
21959183,104.65,9.52,61573050,2,2009-02-26 02:33:21,False,False,586489.6760962124,0,1,0.579427875837,True,2hip4tv,7,0.428571428571429,0.142857142857143,0.00267379679144385,0.00336134453781513,13090,0.00435446906035141,0.921037628278,11.4,1643,0.579427875836884,True
1553611423,62.2,6.77,32785450,2,2013-06-28 17:14:55,False,False,291904.6528214478,0,4,0.685222672065,True,paatchuaa,9,1,0,0.0000391282231873851,0.00285636029267911,25557,0.000821692686935086,0.760736196319,8.2,988,0.685222672064777,False
348080571,121.95,9.41,629455030,1,2011-08-03 21:05:06,False,False,8216249.393507231,0,0,0.61826544021,True,510Daniel,9,0.666666666666667,0.333333333333333,0.12037037037037,0.308641975308642,324,0.12037037037037,3.02127659574,9.0,1522,0.61826544021025,False
839690880,124.0,8.23,44064000,2,2012-09-22 12:50:00,False,False,301690.46634985006,0,1,0.525542784163,True,51TalkPH,8,0.75,0.25,0.0128388017118402,0.00951022349025202,4206,0.0175939134569662,0.0542682926829,9.1,1566,0.525542784163474,False
143687056,70.5,5.52,2137660,1,2010-05-14 04:08:41,False,False,5244.01750449977,0,36,0.506422018349,True,asummer_seavey,14,0.5,0,0.000327904689037053,0.00907202973002514,9149,0.00185812657120997,1.09214250854,8.9,1090,0.506422018348624,False
2291421004,53.25,4.5,5133090,1,2014-01-19 10:38:59,False,False,8017.935388084641,0,34,0.523864959255,True,hookedteigan,12,1,0,0.000301136791387488,0.00579688323420914,13283,0.00150568395693744,0.199251637044,7.3,859,0.523864959254948,False
225241810,69.3,7.52,102085220,1,2010-12-11 02:33:14,False,False,505288.9402246006,0,0,0.575803981623,True,Tenisestarr,11,1,0,0.000417333240592613,0.00438199902622244,14377,0.00194755512276553,1.22368421053,8.5,1306,0.575803981623277,False
52929021,61.7,6.39,4275460,1,2009-07-02 01:48:26,False,False,27488.646516516594,0,1,0.677624602333,True,RosarioHackshaw,15,1,0,0.0000107350273206445,0.000837332131010273,93153,0.000182495464450957,0.438905547226,8.5,943,0.67762460233298,False
325967359,94.78947368421052,8.79,166262220,1,2011-06-29 04:44:21,False,False,3259613.6563961976,0,0,0.642543859649,True,9_t_8,5,0.2,0.2,0.000509495136637332,0.00342751273737842,21590,0.00166743862899491,0.0655594405594,9.3,1368,0.642543859649123,False
585912212,80.65,7.54,24780130,1,2012-05-20 19:09:52,False,False,146487.06631324146,0,4,0.62938230384,True,A1_Ade,6,0.166666666666667,0.166666666666667,0.0000710908897024846,0.00273699925354566,28133,0.00142181779404969,0.476821192053,8.8,1198,0.629382303839733,False
2419936286,48.4,4.65,16105580,1,2014-03-31 03:47:30,False,False,146235.5332722779,0,3,0.616710875332,True,AA12,4,0.5,0.5,0,0.00966057441253264,7660,0.00169712793733681,0.0106039386058,7.6,754,0.616710875331565,False
262531823,88.6,9.63,180000,1,2011-03-08 06:40:22,False,False,2310.181669804347,0,100,0.640292553191,True,AB_Views,8,0.25,0,0.0000107058644048744,0.000184676160984083,373627,0.0000963527796438694,0.0891304347826,9.1,1504,0.640292553191489,False
226315121,77.05,8.23,41713040,2,2010-12-13 21:40:42,False,False,299899.6155449519,0,1,0.64905362776,True,ACastiella,10,1,0,0.000904704463208685,0.00670989143546442,13264,0.00392038600723764,1.6017699115,10.9,1268,0.649053627760252,False
492649414,136.9,6.75,5885900,2,2012-02-14 23:42:32,False,False,48056.59396573482,0,14,0.364274150027,True,Desastres_ADN,13,0.692307692307692,0,0.000182433813012639,0.000313786158381739,137036,0.000583788201640445,0.126908899421,10.5,1853,0.364274150026983,False
56554591,81.21052631578948,7.67,132722070,2,2009-07-14 00:55:42,False,False,2821904.0147082666,0,0,0.552195824334,True,AJCertified1,12,0.916666666666667,0.0833333333333333,0.00050738527455181,0.00377720148833014,17738,0.00276243093922652,0.984505363528,10.8,1389,0.552195824334053,False
85193539,89.75,8.86,10342410,3,2009-10-25 23:46:57,False,False,44859.608534850144,0,13,0.606019151847,True,IdahoLark,9,1,0,0.000139882964586296,0.0017019094024666,42893,0.00116569137155247,0.82634587899,9.8,1462,0.606019151846785,False
166211662,62.75,5.75,23227410,1,2010-07-13 16:21:01,False,False,162162.73226897727,0,4,0.580808080808,True,ANDRESOHYES,11,1,0,0.0000170967934963798,0.000376129456920355,116981,0.000299193886186646,0.582116788321,8.4,990,0.580808080808081,False
2765166293,72.05,7.69,17776610,2,2014-09-09 00:24:35,True,False,135472.37800466927,0,5,0.601250977326,True,Tzap_5,6,0.666666666666667,0.166666666666667,0.000631113916061849,0.0306090249289997,3169,0.0217734301041338,1.0,9.1,1279,0.601250977326036,False
69991603,56.45,6.56,100273450,1,2009-08-29 23:29:57,False,False,737391.0237017586,0,0,0.621800947867,True,AYODELE7,8,0.875,0.125,0.00518134715025907,0.0466321243523316,772,0.038860103626943,1.02083333333,9.5,1055,0.621800947867299,False
357747403,67.8,7.05,42711080,2,2011-08-18 21:01:43,False,False,178747.59161171934,0,5,0.783333333333,True,A_AlRuwaieh,11,0.0909090909090909,0,0.00172562553925798,0.0289042277825712,2318,0.0194132873166523,0.978260869565,8.5,900,0.783333333333333,False
1141299306,25.55,4.04,2461220,2,2013-02-02 02:51:27,False,False,6412.801418062156,0,33,0.744014732965,True,aaaronpogiii,12,1,0,0.000123509311229741,0.000603823299345401,72869,0.000425420960902441,0.293088363955,9.4,543,0.744014732965009,False
37407255,119.25,10.46,2976520,2,2009-05-03 12:17:01,False,False,12607.808594279975,0,37,0.634708737864,True,Aagan86,7,0.714285714285714,0.285714285714286,0.000091543515209955,0.000192241381940906,327713,0.000176984129405913,0.0481001341082,10.4,1648,0.634708737864078,True
112295272,130.15,11.68,18045340,2,2010-02-07 23:56:34,False,False,30667.86367824632,0,17,0.593797661413,True,AankhiGM,8,1,0,0.000583980953236602,0.00345896410763218,22261,0.00179686447149724,0.0703393999016,10.5,1967,0.59379766141332,False
208664282,91.9,8.61,159873870,2,2010-10-27 17:57:56,False,False,1310112.8366219224,0,0,0.675294117647,True,Aashu_Salotra,13,0.384615384615385,0,0.00107145248777874,0.00395098104868412,14933,0.00321435746333623,0.38431372549,8.8,1275,0.675294117647059,False
348393966,76.15789473684211,6.86,71463180,3,2011-08-04 10:45:50,True,False,527524.2766751129,0,0,0.493170381021,True,Abbdulla_,9,0.888888888888889,0,0.0000821186614658181,0.00262779716690618,24355,0.00242250051324163,0.484400656814,9.5,1391,0.493170381020848,False
1245621752,108.4,8.39,354004600,2,2013-03-06 08:50:36,False,False,3130691.8027018,0,0,0.587535014006,True,AbijahGupta,11,1,0,0.00307062436028659,0.0148413510747185,3908,0.0207267144319345,0.0208631037439,9.6,1428,0.587535014005602,False
329481796,54.75,5.23,116250570,2,2011-07-05 04:34:40,False,False,1130620.63463768,0,0,0.60884749709,True,Abikikime,9,1,0,0.000144654997830175,0.0101258498481123,6913,0.00130189498047158,1.17272727273,8.6,859,0.608847497089639,False
131043638,96.45,7.68,157976230,1,2010-04-09 03:07:55,False,False,1220946.8024607582,0,0,0.490108487556,True,TruthFactsNet,13,1,0,0.000240963855421687,0.00795180722891566,4150,0.00578313253012048,1125,8.5,1567,0.490108487555839,False
150183040,67.44444444444444,6.16,716688490,3,2010-05-31 08:46:49,True,False,28773621.967339747,0,0,0.582230623819,True,AbramxJosiah,12,1,0,0.000866738894907909,0.0117009750812568,4615,0.0028169014084507,1.23348017621,7.9,1058,0.582230623818526,False
91287122,79.35,8.29,4678860,1,2009-11-20 06:48:12,False,False,36407.580987034824,0,14,0.563179347826,True,Abubakerrr1,11,0.909090909090909,0.0909090909090909,0.000114630698100951,0.00173856558786443,52342,0.000783309770356502,0.879616963064,9.9,1472,0.563179347826087,False
2244762307,49.55,5.57,286938760,1,2013-12-14 00:59:39,False,False,1723475.8912978296,0,0,0.666267942584,True,Acy_Canono23,12,0.25,0.166666666666667,0.01953125,0.005859375,512,0.025390625,1.35069444444,8.1,836,0.666267942583732,False
344457551,56.75,6.63,41950960,1,2011-07-29 02:54:50,False,False,173640.64342453785,0,0,0.661676646707,True,Adam_Loko116,12,0.333333333333333,0.25,0.0000175882932320248,0.00107288588715351,56856,0.000949767834529337,0.753213367609,8.7,1002,0.661676646706587,False
2360378178,117.5,9.37,43784900,1,2014-02-25 02:47:04,True,False,232378.0903881431,0,1,0.602572347267,True,Addie_bo_baddie,15,0.333333333333333,0,0.00127388535031847,0.0208067940552017,4710,0.0114649681528662,0.530864197531,11.0,1555,0.602572347266881,False
2400711853,80.65,7.92,670026260,3,2014-03-21 01:12:05,False,False,13136644.5091298,0,0,0.654004954583,True,AdityoHassan,12,1,0,0.0124933545986178,0.0111642743221691,3762,0.019404572036151,1.22667588113,9.3,1211,0.654004954582989,False
32494880,101.85,8.05,22921860,3,2009-04-17 17:44:34,False,False,124546.34942883713,0,3,0.649193548387,True,Adralicious,11,1,0,0.00548518998703501,0.000498653635185,10027,0.00807818888999701,0.988978692138,9.7,1240,0.649193548387097,False
2362812823,76.85,6.76,16052130,1,2014-02-26 15:03:49,False,False,214061.65401362174,0,0,0.597173144876,True,AdriUmbreon,11,1,0,0.0000624180762748892,0.00480619187316647,16021,0.00324573996629424,0.768348623853,10.5,1132,0.597173144876325,False
86565348,84.45,8.64,3638750,1,2009-10-31 17:11:53,False,False,5017.834744937302,0,73,0.683544303797,True,Advcate007,10,0.7,0.3,0.000180310133429499,0.000817405938213728,83190,0.000300516889049165,0.667579908676,8.2,1264,0.683544303797468,False
250207934,60.2,6.82,81187680,1,2011-02-10 16:50:55,False,False,497677.43931336695,0,0,0.732545649839,True,AfnanAK,7,1,0,0.000532197977647685,0.00304113130084391,26306,0.000684254542689881,0.605194805195,7.6,931,0.732545649838883,False
238040058,86.55,8.22,16327060,2,2011-01-14 06:27:01,True,False,71550.57533423473,0,1,0.587142857143,True,davidragee,10,1,0,0.000380414107928917,0.0033150372262377,18401,0.00266289875550242,2.16444444444,9.2,1400,0.587142857142857,False
1376257824,102.5,8.7,53155000,5,2013-04-24 05:45:43,False,False,299048.7643288298,0,0,0.645400593472,True,AgyapasJordan,13,1,0,0.00556023588879528,0.0143218197135636,5935,0.012636899747262,1.24514563107,9.7,1348,0.64540059347181,False
714550385,81.4,8.53,13674830,3,2013-10-14 14:49:40,False,False,126021.62714332013,0,9,0.549967762734,True,AhmadWaleed4568,15,0.733333333333333,0.266666666666667,0.00174003828084218,0.00377008294182472,17241,0.0029580650774317,0.20652173913,9.2,1551,0.54996776273372,False
474152548,84.7,6.77,425008820,2,2012-01-25 18:10:35,False,False,6210964.290579003,0,0,0.635680751174,True,AirJordan136,12,0.75,0.25,0.00144564379336931,0.00371048573631457,20752,0.00240940632228219,1.16989066442,10.0,1065,0.635680751173709,False
1373517728,101.35,7.13,5126280,2,2013-04-23 01:32:11,False,False,20003.981517375487,0,19,0.58109209454,True,AkheemV,7,1,0,0.0000252107195979731,0.000512617965158786,118997,0.000352950074371623,0.882445141066,10.2,1227,0.581092094539527,False
177906959,118.85,11.14,482784880,1,2010-08-13 10:53:42,False,False,6026143.800099175,0,0,0.653755868545,True,Akhtarul_Iman,13,0.615384615384615,0,0.0241448692152917,0.0764587525150905,994,0.0362173038229376,2.40462427746,10.1,1704,0.653755868544601,False
2248762537,96.9,7.88,15211660,1,2013-12-16 13:27:47,True,False,176395.31127778738,0,3,0.659966499162,True,RealisticHuman,14,1,0,0,0.00238937646464182,21763,0.00234342691724487,0.320699708455,9.5,1194,0.659966499162479,False
462534253,80.65,7.88,9154260,2,2012-01-13 01:58:00,False,False,44743.83160794345,0,17,0.607555898227,True,Al_FSU,6,0.333333333333333,0,0.000158873060424721,0.00156225176084309,37766,0.00140337870041837,0.915304606241,9.6,1297,0.607555898226677,False
93941188,94.8,8.15,81692240,2,2009-12-01 20:54:37,False,False,889269.8855873438,0,0,0.672442244224,True,AlaskaAmy,9,1,0,0.00154252974878801,0.00594975760246805,4538,0.0171881886293521,1.08510638298,11.5,1212,0.672442244224422,False
22437394,44.2,3.86,4175570,2,2009-03-02 02:05:44,False,False,24892.59639827674,0,4,0.668977469671,True,AlbertoDefa,11,1,0,0.0000571308868618004,0.00137114128468321,52511,0.000114261773723601,0.0205546492659,9.5,577,0.668977469670711,False
1195136336,34.31578947368421,4.18,4450170,1,2013-02-18 22:36:27,True,False,1616.5436265065325,0,0,0.654147104851,True,Albertopurple,13,1,0,0,0.0016941321423071,19479,0.0000513373376456697,1.1269035533,6.3,639,0.65414710485133,False
578904059,94.5,8.43,342092170,3,2012-05-13 12:11:09,False,False,4571532.4725899,0,0,0.715012722646,True,AleksandrValeev,15,1,0,0.00340406218086917,0.000340406218086917,17626,0.00487915579257914,0.295953757225,8.6,1179,0.71501272264631,False
454183646,33.26315789473684,5.69,426112080,1,2012-01-03 18:25:34,False,False,3194391.546822798,0,0,0.591476091476,True,AlexBevannn,11,1,0,0.000459453250631748,0.00631748219618654,8706,0.00264185619113255,0.507645259939,9.5,962,0.591476091476091,False
318040219,59.78947368421053,8.71,195140130,2,2011-06-15 21:32:42,False,False,791096.6327248443,0,0,0.644230769231,True,Alex_Senior1,12,0.333333333333333,0.0833333333333333,0.000505497282952104,0.0108681915834702,7913,0.0063187160369013,0.760814249364,9.6,1352,0.644230769230769,False
558782771,98.9,9.59,11869820,2,2012-04-20 16:54:44,False,False,240947.79356005733,0,3,0.562133645955,True,LexSeasTheDay,13,1,0,0.000276650682405017,0.00590188122464035,10844,0.00479527849502029,1.42148760331,10.2,1706,0.562133645955451,False
50034798,59.95,4.93,12392560,3,2009-06-23 17:11:58,False,False,55386.459754709,0,1,0.705293276109,True,Alicia_CEO,10,0.6,0,0.00020684234476482,0.000248210813717784,24173,0.00330947751623712,3.38826466916,9.4,699,0.705293276108727,False
2574200442,59.9,6.36,54478150,1,2014-06-18 05:42:51,False,False,377623.2516945262,0,0,0.569382273948,True,Alivnna,7,1,0,0.0000880010560126721,0.00189202270427245,22727,0.00101201214414573,0.541353383459,8.6,1117,0.569382273948075,False
53114456,111.1,9.4,204360710,1,2009-07-02 16:42:05,False,False,1132529.1801364445,0,0,0.510037981552,True,Aliyah_Khan1,12,0.5,0.0833333333333333,0.00147213459516299,0.007465825446898,9510,0.00368033648790747,0.183162684869,9.7,1843,0.510037981551818,False
1495594020,85.35,9.37,86684310,2,2013-06-09 13:33:02,False,False,455987.9114535165,0,0,0.626336898396,True,AllMakEvrything,15,1,0,0.00110987791342952,0.0288568257491676,2703,0.022567517573067,0.922077922078,9.8,1496,0.626336898395722,False
1387377110,92.35,7.03,164486550,1,2013-04-28 16:44:04,True,False,20708.495937416603,0,0,0.5800330033,True,AllyRamon_,10,0.9,0,0.000605326876513317,0.0141242937853107,4956,0.0141242937853107,0.89552238806,11.2,1212,0.58003300330033,False
489714722,75.25,5.0,49988110,2,2012-02-11 20:20:44,False,False,303107.4699241632,0,0,0.620347394541,True,Almina_AB,9,0.666666666666667,0,0.0132118451025057,0.020501138952164,2195,0.041002277904328,4.65432098765,11.0,806,0.620347394540943,False
64534012,48.75,5.62,8829910,1,2009-08-10 22:22:34,False,False,73805.9272873629,0,6,0.612868047983,True,LonsoUchiha,11,1,0,0.000177171457678168,0.00141737166142534,22577,0.00181600744120122,0.943452380952,8.6,917,0.612868047982552,False
138472981,111.2,8.37,253933140,2,2010-04-29 16:56:32,True,False,4564198.1793628335,0,0,0.569387755102,True,Alps_Sarsis,11,0.363636363636364,0,0.000710732054015636,0.0323383084577114,2814,0.00817341862117982,1.90845070423,8.5,1470,0.569387755102041,False
1727495887,43.76470588235294,4.32,548022060,1,2013-09-04 03:40:00,True,False,6057397.757294391,0,0,0.684627575277,True,Alsagermaha,11,1,0,0.00399129172714078,0.0148766328011611,2756,0.0174165457184325,0.531914893617,9.5,631,0.684627575277338,False
440901699,109.65,9.1,30597820,1,2011-12-19 14:47:57,False,False,226554.8515668998,0,5,0.537825059102,True,AlvarezCasandra,15,1,0,0,0.00345025876940771,27824,0.00204859114433583,0.616417910448,9.6,1692,0.537825059101655,False
185216671,86.15,8.85,39257880,3,2010-08-31 13:46:05,False,False,269232.74721658585,0,0,0.66742081448,True,AlvaroKrus,10,1,0,0.000553837633267181,0.00332302579960308,21667,0.00258457562191351,1.64302600473,10.2,1326,0.667420814479638,False
32831822,105.4,8.53,62742650,2,2009-04-18 08:19:02,False,False,254473.23104060965,0,0,0.659196290572,True,Alwayscharlie,13,1,0,0.000479482159267991,0.00299676349542494,25027,0.00199784233028329,0.406957928803,10.7,1294,0.65919629057187,False
2938551012,76.35,0.16,789012870,1,2014-12-21 19:45:06,True,False,4712391.446251796,0,0,0.0166666666667,True,Alyssawizard101,15,0.8,0.2,0,0,1112,0.0899280575539568,1.21296296296,12.2,960,0.0166666666666667,False
241347721,127.7,11.09,251247030,2,2011-01-22 01:48:16,False,False,657439.7249655267,0,2,0.586462189318,True,AlzadoKnows,11,1,0,0.000668002672010688,0.031062124248497,2994,0.0146960587842351,1.28449502134,10.2,1891,0.586462189317821,False
20301520,80.65,8.74,235693470,2,2009-02-07 09:44:01,True,False,954445.8581423294,0,0,0.610335195531,True,Natobay,7,1,0,0.0212187159956474,0.0337323177366703,1838,0.0168661588683351,5.16058394161,9.3,1432,0.610335195530726,False
49709134,88.35,7.08,384527230,2,2009-06-22 18:04:31,False,False,2234542.1846099393,0,0,0.534339622642,True,MaahiKaPapa,11,1,0,0.000366283595073486,0.00343390870381393,21841,0.0009614944370679,0.29347826087,8.3,1325,0.534339622641509,False
392080330,98.4,7.75,91751860,1,2011-10-16 14:40:14,True,False,820882.0005408268,0,2,0.577066269546,True,AmandaGrace97,13,0.846153846153846,0.153846153846154,0.000350852571749351,0.00610483474843871,14251,0.00385937828924286,0.834763948498,10.1,1343,0.577066269545793,False
2257926470,74.45,8.26,22870510,1,2013-12-22 16:53:47,False,False,159026.78412244743,0,1,0.653481012658,True,Ambre_Snk,9,0.555555555555556,0,0.000276526823101841,0.00288377972663348,25314,0.00154064944299597,0.482632541133,8.8,1264,0.653481012658228,False
96815122,99.15,10.1,86324730,2,2009-12-14 18:39:40,False,False,408174.35937751835,0,1,0.562360801782,True,Amit25may,9,0.444444444444444,0.222222222222222,0.00255754475703325,0.0123942553610073,5083,0.00373795002951013,0.568914956012,9.0,1796,0.562360801781737,False
120833703,115.75,10.35,38885480,1,2010-03-07 18:10:17,False,False,206936.69853254038,0,2,0.626513317191,True,AmmeGrace,9,1,0,0.0048780487804878,0.00817790530846485,6970,0.0104734576757532,0.888375165125,10.2,1652,0.626513317191283,False
22798846,73.75,8.43,71868960,2,2009-03-04 16:55:35,False,False,335101.31950320635,0,4,0.619397501837,True,AmyAhnSully,11,1,0,0.00153435244643973,0.00386429505029266,17597,0.00215945899869296,1.66373626374,10.6,1361,0.619397501836885,False
381753637,77.7,5.59,9200480,2,2011-09-28 21:46:53,True,False,32426.259105044788,0,7,0.555114200596,True,Anafan2,7,0.857142857142857,0.142857142857143,0.000759771505754566,0.00242001294425528,35537,0.00137884458451754,0.507507507508,12.5,1007,0.555114200595829,False
2718118608,113.95,9.44,8624920,2,2014-08-08 22:48:50,False,False,58530.862797224334,0,8,0.638700947226,True,AnalSystemist,13,1,0,0.00149154789526019,0.00729201193238316,12068,0.00314882333443818,1.30952380952,9.8,1478,0.638700947225981,False
1194760087,87.4,8.4,9455220,3,2013-02-18 20:11:15,False,False,86866.90012534981,0,0,0.569877883311,True,AndrewGortonWx,14,1,0,0.000886819643055094,0.00532091785833056,9021,0.00764881942135018,0.643567639257,10.1,1474,0.569877883310719,True
3140424071,96.7,4.94,201314200,1,2015-04-06 13:40:28,False,False,2448967.1067617694,0,0,0.310301507538,True,Andrew_Andries,14,0.428571428571429,0,0.0368852459016393,0.405737704918033,244,0.409836065573771,2.73684210526,7.2,1592,0.310301507537688,False
434832511,55.35,4.7,1124092200,1,2011-12-12 11:08:18,True,False,3460612.1038334947,0,0,0.55753262159,True,AndyChatlani,12,1,0,0.133928571428571,0.370535714285714,224,0.111607142857143,5.88461538462,10.2,843,0.557532621589561,False
468080275,83.9,7.19,11185920,1,2012-01-19 04:41:15,True,False,69582.87729210038,0,1,0.5410082769,True,AngelOdom,9,1,0,0.000259067357512953,0.00712435233160622,7720,0.00401554404145078,0.722871452421,8.8,1329,0.541008276899925,False
622956477,28.0,5.0,0,1,2012-06-30 14:52:22,False,False,0.0,0,0,1.0,True,sariahbennet,12,1,0,0,0.000946073793755913,1057,0,1.41095890411,0,5,1,False
149723283,58.8,7.0,7413750,1,2010-05-30 02:05:18,False,False,65878.2319089356,0,6,0.577557755776,True,GeloCarter,10,1,0,0.0000997466435254454,0.000698226504678118,50127,0.000359087916691603,0.577827191868,8.7,1212,0.577557755775578,False
2311184364,47.8,5.84,8242150,2,2014-01-26 04:39:04,False,False,43361.20473891379,0,0,0.680652680653,True,angieroquino,12,1,0,0,0.00550817341862118,5628,0.00230987917555082,1.28571428571,7.3,858,0.680652680652681,False
2251878995,108.85,9.11,18136660,1,2013-12-30 11:37:30,False,False,293543.0195180257,0,2,0.611409395973,True,KeshaCabeYo,11,1,0,0.000222783306104263,0.00735184910144067,13466,0.00378731620377246,1.21720430108,9.9,1490,0.611409395973154,False
2378140945,78.7,5.89,44040630,3,2014-03-08 04:34:16,False,False,381783.0780886543,0,0,0.72896039604,True,Anis_SGL,8,0.5,0,0.00185955901886124,0.00681838306915789,11293,0.0030992650314354,1.23780487805,10.3,808,0.728960396039604,False
519445792,41.78947368421053,4.93,555065230,1,2012-03-09 12:31:08,False,False,5581380.081120867,0,0,0.589008363202,True,AnjaSaade,9,1,0,0.000744979851681284,0.00213335139345095,29531,0.000778842572212252,0.748383303939,9.3,837,0.589008363201912,False
252882696,81.15789473684211,7.46,246592410,2,2011-02-16 03:14:35,False,False,3116880.4718721285,0,0,0.524613220816,True,AnnaAheli,9,1,0,0.000191889471664321,0.00140718945887169,15634,0.000319815786107202,2.08574610245,7.9,1422,0.524613220815752,False
41950696,122.15,10.18,810850020,1,2009-05-23 01:57:30,False,False,8646170.495271172,0,0,0.612883804937,True,AnnaLMiller,11,1,0,0.109062980030722,0.101382488479263,651,0.119815668202765,1.99456521739,9.9,1661,0.612883804936785,False
2941150861,75.82352941176471,6.93,36938520,1,2014-12-23 20:29:30,False,False,77897.54153042591,0,0,0.6015625,True,EyesGary,8,1,0,0.00111638291934133,0.013396595032096,3583,0.00921015908456601,1.28244274809,8.9,1152,0.6015625,False
484522355,114.2,10.4,2963080,1,2012-02-06 06:17:30,False,False,36487.22170719497,0,10,0.614657210402,True,AnupamkPandey,13,1,0,0.000221022153787215,0.000655699056235403,135733,0.000198919938408493,0.0342228769141,12.2,1692,0.614657210401891,True
1874015534,86.65,8.47,24671920,1,2013-09-17 03:51:30,True,False,269269.3338356412,0,0,0.599858356941,True,AnuraagKalluri,14,1,0,0.000529661016949153,0.0141242937853107,5664,0.00865112994350282,0.96682464455,9.3,1412,0.59985835694051,False
59689509,103.47368421052632,8.83,7482140,1,2009-07-24 04:27:57,True,False,65585.31134880905,0,10,0.597833446175,True,AraCekyan,9,1,0,0.0000878580214373572,0.00641363556492708,11382,0.00421718502899315,0.767676767677,10.5,1477,0.597833446174678,False
1897930380,99.95,9.57,411783620,1,2013-09-23 17:46:27,True,False,5049886.326691428,0,0,0.569982132222,True,Araceli94999080,15,0.466666666666667,0.533333333333333,0.0242805755395683,0.0890287769784173,1112,0.0323741007194245,8.31111111111,9.6,1679,0.56998213222156,False
58702972,62.4,7.29,124012110,1,2009-07-21 04:24:36,False,False,814260.1715009705,0,0,0.574921135647,True,AriDQ,5,1,0,0.00069608798552137,0.00570792148127523,7183,0.00292356953918975,0.858156028369,8.1,1268,0.574921135646688,False
3164941860,92.75,8.07,493485550,1,2015-04-20 07:28:31,True,False,19638603.227085814,0,0,0.583936324168,True,ArianaReweti,12,1,0,0.0298273155416013,0.076138147566719,1274,0.0486656200941915,9.98611111111,10.1,1382,0.583936324167873,False
110122113,84.5,7.58,554358890,2,2010-01-31 12:15:43,False,False,2532279.458526381,0,0,0.628003314002,True,ArianeTan,9,1,0,0.000582298136645963,0.00359083850931677,10304,0.0015527950310559,0.858426966292,8.6,1207,0.628003314001657,False
866157062,124.85,9.82,1230100,1,2012-10-07 11:06:54,False,False,5611.546368649197,0,61,0.619558359621,True,ArmandVervaeck,14,1,0,0.000293347609583666,0.000542693077729783,136357,0.000278680229104483,0.750619322874,10.4,1585,0.619558359621451,False
